id,question_order,instance_name,question_group,question_field,question_label,question_label_es,question_label_short,question_label_short_es,question_text,question_text_es,question_inputtype,question_width,question_datatype,question_options,question_default_value,question_rule,updatestamp,question_label_link,question_help_bubble,question_help_bubble_es,question_help_parenting,question_help_parenting_es,question_help_legal,question_help_legal_es,question_help_code,question_help_code_es,is_favorite,data_array,data_array_counter,question_help_topic,question_label_pt,question_label_short_pt,question_text_pt,question_help_bubble_pt,question_help_parenting_pt,question_help_legal_pt,question_help_code_pt,question_help_topic_es,question_help_topic_pt
2293,18,(none),Show,Children_FriendsInterests,Friends and Interactions,,,,,,multicheck,16,text,,Screen|Report,,1926-05-17 18:47:44,,"Friendships, sports, and interests.",,,,,,,,,0,,Topics; Select Topics,,,,,,,,,
2292,17,(none),Show,Plan_SexualityLifestyles,Sexuality and Lifestyle Choices,,,,,,multicheck,16,text,,Screen|Report,,1926-05-17 18:44:05,,"Choices about sexuality, sex education, lifestyle choices, and gender orientation.",,,,,,,,,0,,,,,,,,,,,
2281,6,(none),Show,Custody_Disability,Disability,,,,,,multicheck,16,text,,Screen|Report,,1926-05-17 17:56:58,,Identifying physical or mental disabilities and needs of children or parents.,,,,,,,,,0,,,,,,,,,,,
2286,11,(none),Show,Agreeing_ParentAlienation,Parent Alienation,,,,,,multicheck,16,text,,Screen|Report,,1926-05-17 18:06:24,,Behavior by one parent to limit the child's contact with the other parent.,,,,,,,,,0,,,,,,,,,,,
1733,14,Child,ChildSchool,collegeExamPrep,Do you both agree that vPlanChildrenNames should take classes or read books<br> to prepare for the college entrance exams?,,,,,,radio,30,text,,,,1925-09-04 15:21:08,,,,,,,,,,,0,,,,,,,,,,,
2546,34,Custody,Calendar,holidayJewYomKippur,Yom Kippur,,Yom Kippur,,,,radio,0,text,,,,1927-10-07 14:41:55,,,,,,,,,,,0,,,,,,,,,,,
2547,35,Custody,Calendar,holidayJewIndependenceDay,Independence Day (Israel),,Independence Day (Israel),,,,radio,0,text,,,,1927-10-07 14:42:34,,,,,,,,,,,0,,,,,,,,,,,
2284,9,(none),Show,Agreeing_ParentInteraction,Parent Interaction,,,,,,multicheck,16,text,,Screen|Report,,1926-05-17 18:03:46,,Comparing parent interaction before and after separation.,,,,,,,,,0,,,,,,,,,,,
2283,8,(none),Show,Agreeing_BeingPositive,Being Positive,,,,,,multicheck,16,text,,Screen|Report,,1926-05-17 18:01:23,,Coaching positive parent behavior so children learn to be positive.,,,,,,,,,0,,,,,,,,,,,
2134,20,(none),SafeBehaviors,gunLockLoadAmmoP2,Select all of the choices that describe [[field Parent_FirstName(2)]]'s firearm safety plan:,,Firearms,,,,multicheck,20,text,,,,1926-02-19 11:23:03,,,,,,,,,,,0,,,,,,,,,,,
2016,28,Child,ChildSchool,SchoolPerformanceNumericalSecondary,Scale,,GPA,,,,select,10,text,,NA,,1925-12-31 10:14:58,,,,,,,,,,,0,,,,,,,,,,,
1602,2,Custody,PlanReport,BedtimeAgreement,Plan Report,,,,,,checkbox,0,text,,,,1925-04-10 10:37:22,,,,,,,,,,,0,,Bedtime Agreements,,,,,,,,,
2291,16,(none),Show,Plan_ApprovedActivities,Approved Activities,,,,,,multicheck,16,text,,Screen|Report,,1926-05-17 18:42:09,,"Approving camp, lessons, tutors, group, and other activities.",,,,,,,,,0,,,,,,,,,,,
1738,20,Child,ChildSchool,specialEnrichment,Enrichment Program,,Enrichment Program,,,,radio,30,text,,hasNoNeed,,1925-09-04 17:47:07,,,,,,,,,,,0,,,,,,,,,,,
2421,28,Custody,Agreeing,alienationSolutionP1,What do you feel is the solution to any attempted alienation of vPlanChildrenNames by [[field Parent_FirstName(2)]]?,,Solution to alienation,,,,multicheck,0,text,,,,1927-06-17 16:01:55,,,,"One solution for child alienation is to provide the other parent more time with the child and less time with the parent causing the problem which may well require court orders. Additionally, monetary fines or mandatory therapy may stop the alienation attempts. \n\nStatistics prove that the alienating parent will likely be the parent who is later rejected once the child learns the truth and worse that the child will have difficulty in future social and family relationships. Nonetheless, some parents ignore all feedback, threats and counseling and so the court has no alternative but to remove custody rights of the alienating parent.\n",,,,,,,0,,,,,,,,,,,
2290,15,(none),Show,Plan_SpecialPrograms,Sports and Activities,,,,,,multicheck,16,text,,Screen|Report,,1926-05-17 18:40:18,,Approving individual and group sports and other activities.,,,,,,,,,0,,,,,,,,,,,
1739,21,Child,ChildSchool,giftedProgram,Gifted Program,,Gifted Program,,,,radio,30,text,,hasNoNeed,,1925-09-04 17:49:07,,,,,,,,,,,0,,,,,,,,,,,
2559,16,Custody,Calendar,holidayFedThanksgiving,Thanksgiving,,Thanksgiving,,,,radio,0,text,,,,1927-10-07 16:18:53,,,,,,,,,,,0,,,,,,,,,,,
2282,7,(none),Show,Agreeing_SafeBehaviors,Safe Behaviors,,,,,,multicheck,16,text,,Screen|Report,,1926-05-17 17:59:27,,How to protect your children from physical harm.,,,,,,,,,0,,,,,,,,,,,
-100,1,(none),General,ToDoPages,To Do Pages,,To Do Pages,,,,text,16,text,,228:107:68:118:64:80:82:14:99:231:133:135:137:69:70:123:157:119:67:15:122:132:91:112:250,,,,It is important to always keep the most current medical contacts and medical history for the children available just in case.,Es importante tener siempre a mano los contactos y el historial médico más reciente del niño por si acaso.,It is important to always keep the most current medical contacts and medical history for the children available just in case.,Es importante tener siempre a mano los contactos y el historial médico más reciente del niño por si acaso.,,,,,,0,,,,,,,,,,,
998,4,Custody,GoalChild,handWashingFrequency,How often should vPlanChildrenNames wash vChildrenHisHerTheir hands?,,Handwashing frequency,,,,multicheck,0,text,,,,2004-09-22 13:06:14,,,,,,,,,,,0,,Clean Habits - Handwashing/Showers/Baths,,,,,,,,,
2641,7,Parent,Parent,mentalIllnessHistory,Do you have any history of mental problem?,,,,,,radio,12,text,,,,1928-05-10 22:28:38,,,,,,,,,,,0,,,,,,,,,,,
948,7,Custody,Agreeing,respectNames,"How should vPlanChildrenNames not address you or [[field Parent_FirstName(2) ""the other parent""]]?",,Children should not address parent,,,,multicheck,0,text,,first name,,2004-09-12 20:10:49,,,,"As parents, you both make the rules and standards of behavior that you expect your child to follow. If you allow your child to call you names or curse, you reinforce in their mind you are not worthy of respect. If you speak to them in this way they learn to think of themselves as not worthy. \n\nThe bad language, insulting gestures and disrespectful manner your child uses may have been learned from you or at the homes of other children. If you recognize you have established bad habits of communication you may need to discuss with the whole family a need for a change. However, the parents must be the examples and follow their own rules or the children will see your words do not matter.\n\nIn severe cases, you may need to seek outside help. Unfortuately, many of us pass on to our children how we were treated by our parents. Now is the time to break the cycle so they do not carry on disrespectful behavior. In order to deserve respect from our children we need to practice show them ourselves. Now is an important time to be forgiving and be willing to make important positive life changes.  It is never to late to expect respect but it first has to be deserved. ",,,,,,,0,,Respect and Responsibility,,,,,,,,,
2567,49,Custody,Calendar,holidaySecularSpringBreak,Spring Break,,Spring Break,,,,radio,0,text,,,,1927-10-08 08:53:50,,,,,,,,,,,0,,,,,,,,,,,
2501,9,(none),DemographicsFree,email,e-mail,,e-mail,,,,text,15,text,,,,1927-09-18 13:43:59,,,,,,,,,,,0,,,,,,,,,,,
2505,3,(none),DemographicsFree,incomeP1,monthly income (your own),,monthly income P1,,,,select,7,text,,,,1927-09-18 14:06:10,,,,,,,,,,,0,,,,,,,,,,,
360,4,(none),Plan,ChangePlanNoReplyA,What should be the effect of not answering the request for change?,,What should be the effect of not answering the request for change?,,,,radio,0,text,Change Approved|Change Denied,,,2004-03-25 12:40:07,,evidence of delivery of request is required,,"Whatever your choice, remember it will apply to you sometime as well. So be generous and compassionate towards the other parent if you want the same in return.",,,,,,,0,,,,,,,,,,,
2556,41,Custody,Calendar,holidayIslamLaylatUlBarat,Laylat ul-Barat,,Laylat ul-Barat,,,,radio,0,text,,,,1927-10-07 15:06:28,,Night journey of Muhammad,,,,,,,,,0,,,,,,,,,,,
2557,42,Custody,Calendar,holidayIslamRamadan,Ramadan,,Ramadan,,,,radio,0,text,,,,1927-10-07 15:08:18,,Night journey of Muhammad,,,,,,,,,0,,,,,,,,,,,
2642,6,Parent,ParentEmployment,EmployerAddress1,Street,,Street,,,,text,20,text,,,,1928-05-11 16:15:49,,,,,,,,,,,0,,,,,,,,,,,
2643,7,Parent,ParentEmployment,EmployerAddress2,P.O. Box,,P.O. Box,,,,text,20,text,,,,1928-05-11 16:16:04,,,,,,,,,,,0,,,,,,,,,,,
258,6,Parent,Parent,MiddleName,Middle,,Middle,,,,text,12,text,,,,2004-03-04 22:11:11,,,,,,,,,,,0,,,,,,,,,,,
2373,35,Custody,ConflictLevel,negativeCommentsPresent,Does either parent make negative comments about the other's life choices or partner or talk about the split-up when your  vchildChildren vChildrenIsAre present or might hear?,,,,,,radio,0,text,,,,1927-06-05 18:10:53,,kids can hear you when you think they aren't around,,"Making negative comments to your child about her other parent, whether intentional or not, is not appropriate. Similarly, making negative comments when your child may be around and could hear is also damaging.\n\nChildren should be protected from such negativity and adult issues or problems should not be the concern or responsibility of a child. Some parents  justify this behavior by saying that the child has a right to know the truth but this is just an excuse to justify making the other parent look bad. Eventually, children will realize they have been used and that the parent really did not protect them or their childhood from adult problems.\n\nIt is always a good idea to keep your conflicts and personal discussions away from the children. When parents argue in front of their child, oftentimes the child may make them feel responsible that they are the cause of the fight. \n\nIt upsets a child when she is forced to take sides against one parent during a conflict. It is much better to represent the other parent in the best possible light and let the child know that these are adult issues that will be resolved. \n\nRemember that your child wants to see both of you as good parents so making one parent bad and the other good divides the child's loyalties. Sometimes when a child feels divided or conflicted about his parents, that feeling can contribute to his helplessness and despair.",,,,,,,0,,,,,,,,,,,
260,9,Parent,Parent,Address1,Address,Dirección,Address,DirecciÃ³n,,,text,0,text,,,,2004-03-04 22:15:37,,Street and Number,,,,,,,,,0,,,,,,,,,,,
2570,51,Custody,Calendar,holidaySecularEasterBreak,Easter Break,,Easter Break,,,,radio,0,text,,,,1927-10-08 09:02:37,,,,,,,,,,,0,,,,,,,,,,,
4,3,Parent,Parent,LastName,Last,Apellido,Last,Apellido,,,text,12,text,,,,,,,,,,,,,,,0,,,,,,,,,,,
2558,43,Custody,Calendar,holidayIslamLaylatUlQadr,Laylat ul-Qadr,,Laylat ul-Qadr,,,,radio,0,text,,,,1927-10-07 15:10:03,,Night journey of Muhammad,,,,,,,,,0,,,,,,,,,,,
2644,8,Parent,ParentEmployment,test,,,,,,,text,13,text,,,,1928-05-11 16:20:58,,,,,,,,,,,0,,,,,,,,,,,
693,63,Custody,Plan,socialGroupPaymentOther,other payer,,Other social group payer,,,,text,20,text,,,,2004-06-19 08:17:28,,,,,,,,,,,0,,,,,,,,,,,
774,49,Child,ChildSchool,daycareAddress,Address,,Address,,,,text,30,text,,,,2004-07-17 20:22:37,,,,,,,,,,,0,,,,,,,,,,,
2376,28,Custody,ConflictLevel,negativeDocumentsPresent,Does either parent leave legal papers or negative documents around for your vchildChildren to read?,,,,,,radio,0,text,,,,1927-06-05 20:29:33,,,,"Leaving legal papers or other potentially damaging documents around for your child to read, whether intentional or not, is not appropriate. Children  should be protected from such negativity and adult issues or problems should not be the concern or responsibility of a child.\n\nSome parents  justify this behavior by saying that the child has a right to know the truth but this is just an excuse to justify making the other parent look bad. Eventually, children will realize they have been used and that the parent really did not protect them or their childhood from adult problems.",,,,,,,0,,Behavior - Parent Negativity,,,,,,,,,
